CUE, TARGET, NORMED?, #G, #P, FSG, BSG, MSG, OSG, #M, MMIAS, #O, OMIAS, QSS, QFR, QCON, QH, QPS, QMC, QPR, QRSG, QUC, TSS, TRF, TCON, TH, TPS, TMC, TPR, TRSG, TUC
DIGNITY, GOOD, YES, 148, 3, .020, 0.000, .0030, 0.0000, 3, 2, 0.0, 0, 12, 35, ¥, , N, 1.70, .10, .001, 1, 8, 807, 2.53, , AJ, .75, .75, .586, 1
DIGNITY, MORALITY, NO, 148, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 35, ¥, , N, 1.70, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGNITY, HUMILITY, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 35, ¥, , N, 1.70, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGNITY, INTEGRITY, YES, 148, 2, .014, 0.000, .0080, .0437, 2, 2, 3.0, 1, 12, 35, ¥, , N, 1.70, .10, .001, 1, 17, 10, 2.41, , N, 1.93, .20, .010, 1
DIGNITY, NONE, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 12, 35, ¥, , N, 1.70, .10, .001, 1, 11, 108, 2.84, , P, 2.18, .46, .161, 1
DIGNITY, RIGHTEOUS, YES, 148, 2, .014, 0.000, 0.0000, .0012, 0, 2, 1.0, 1, 12, 35, ¥, , N, 1.70, .10, .001, 1, 15, 5, ¥, , AJ, 1.00, 0.00, 0.000, 0
DIGNITY, WOMEN, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 12, 35, ¥, , N, 1.70, .10, .001, 1, 13, 195, ¥, , N, 1.46, .08, .276, 1
DILEMMA, PROBLEM, YES, 145, 89, .614, 0.000, .0050, .0008, 3, 2, 1.0, 0, 10, 25, 2.60, , N, 1.00, 0.00, 0.000, 1, 13, 313, 3.64, , N, 1.31, .46, .110, 1
DILEMMA, CONFUSION, YES, 145, 5, .034, 0.000, 0.0000, 0.0000, 1, 2, 0.0, 0, 10, 25, 2.60, , N, 1.00, 0.00, 0.000, 1, 29, 44, 2.53, , N, 1.09, .09, .006, 0
DILEMMA, TROUBLE, YES, 145, 4, .028, 0.000, .0170, .0546, 2, 2, 1.0, 0, 10, 25, 2.60, , N, 1.00, 0.00, 0.000, 1, 18, 134, 2.25, , N, 1.28, .28, .009, 1
DILEMMA, CONFLICT, YES, 145, 3, .021, 0.000, 0.0000, .0724, 0, 2, 3.0, 3, 10, 25, 2.60, , N, 1.00, 0.00, 0.000, 1, 15, 52, ¥, , N, 1.69, .23, .006, 1
DILEMMA, TRAGEDY, YES, 145, 3, .021, 0.000, 0.0000, .0002, 1, 2, 1.0, 0, 10, 25, 2.60, , N, 1.00, 0.00, 0.000, 1, 22, 49, 2.59, , N, 2.33, .19, .003, 1
DILEMMA, CATASTROPHE, YES, 145, 2, .014, 0.000, 0.0000, .0170, 1, 2, 2.0, 1, 10, 25, 2.60, , N, 1.00, 0.00, 0.000, 1, 19, 11, 3.58, , N, 2.68, .11, .029, 1
DILEMMA, DECISION, YES, 145, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 10, 25, 2.60, , N, 1.00, 0.00, 0.000, 1, 21, 119, 3.25, , N, 1.55, .15, .097, 1
DILEMMA, FIX, YES, 145, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 10, 25, 2.60, , N, 1.00, 0.00, 0.000, 1, 9, 14, 3.10, N, V, 1.50, .50, .186, 1
DILEMMA, PREDICAMENT, NO, 145, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 10, 25, 2.60, , N, 1.00, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DILEMMA, SOAPS, NO, 145, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 10, 25, 2.60, , N, 1.00, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DILIGENCE, WORK, YES, 197, 52, .264, 0.000, .0030, .0008, 5, 5, 2.0, 0, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 19, 760, 3.88, N, N, 1.63, .68, .091, 1
DILIGENCE, PERSEVERANCE, NO, 197, 13, .066, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 22, 3, 3.08, , N, 1.65, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DILIGENCE, PERSISTENCE, NO, 197, 9, .046, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 22, 3, 3.08, , N, 1.65, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DILIGENCE, INTELLIGENCE, YES, 197, 5, .025, 0.000, 0.0000, .0074, 1, 5, 1.0, 1, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 13, 48, 2.36, , N, 2.30, .30, .005, 1
DILIGENCE, EFFORT, YES, 197, 4, .020, 0.000, .0050, .0153, 3, 5, 4.0, 2, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 18, 145, 2.22, , N, 1.47, .12, .029, 1
DILIGENCE, STUDIOUS, NO, 197, 4, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 22, 3, 3.08, , N, 1.65, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DILIGENCE, TRY, YES, 197, 4, .020, 0.000, .0090, .0176, 1, 5, 2.0, 1, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 16, 140, 2.50, T, V, 1.33, .53, .132, 1
DILIGENCE, FAST, YES, 197, 3, .015, 0.000, .0040, .0009, 2, 5, 1.0, 0, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 7, 78, 2.93, N, AJ, 1.43, 1.00, .393, 1
DILIGENCE, GOOD, YES, 197, 3, .015, 0.000, .0010, 0.0000, 4, 5, 0.0, 0, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 8, 807, 2.53, , AJ, .75, .75, .586, 1
DILIGENCE, SMART, YES, 197, 3, .015, 0.000, .0120, .0001, 2, 5, 1.0, 1, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 14, 21, 3.00, T, V, 2.00, .77, .262, 1
DILIGENCE, ATTENTION, YES, 197, 2, .010, 0.000, 0.0000, .0004, 1, 5, 2.0, 2, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 29, 179, 2.50, , N, .59, .15, .004, 1
DILIGENCE, BUSY, YES, 197, 2, .010, 0.000, 0.0000, .0176, 1, 5, 3.0, 2, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 24, 58, 3.21, G, AJ, 1.91, .17, .017, 1
DILIGENCE, DETERMINATION, NO, 197, 2, .010, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 22, 3, 3.08, , N, 1.65, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DILIGENCE, DISCIPLINE, YES, 197, 2, .010, 0.000, 0.0000, .0004, 1, 5, 2.0, 2, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 23, 27, 2.17, , N, 1.50, .40, .008, 1
DILIGENCE, EFFICIENT, NO, 197, 2, .010, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 22, 3, 3.08, , N, 1.65, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DILIGENCE, LAZY, YES, 197, 2, .010, 0.000, .0140, .0038, 3, 5, 2.0, 0, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 19, 9, 3.46, , AJ, 1.79, .47, .013, 1
DILIGENCE, NEGLECT, YES, 197, 2, .010, 0.000, 0.0000, .0001, 0, 5, 1.0, 1, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 12, 8, ¥, , V, 1.73, .27, .016, 1
DILIGENCE, ORDER, YES, 197, 2, .010, 0.000, 0.0000, 0.0000, 1, 5, 0.0, 0, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 22, 376, 3.37, N, N, 1.05, .42, .014, 1
DILIGENCE, PATIENCE, YES, 197, 2, .010, .010, 0.0000, .0008, 0, 5, 2.0, 1, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 21, 22, 2.44, , N, .94, .17, .034, 1
DILIGENCE, QUICK, YES, 197, 2, .010, 0.000, .0010, .0061, 2, 5, 1.0, 0, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 10, 68, 3.39, , AJ, 1.60, .40, .037, 1
DILIGENCE, SKILL, YES, 197, 2, .010, 0.000, 0.0000, .0066, 0, 5, 4.0, 4, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 21, 42, 3.24, , N, 2.05, .19, .024, 1
DILIGENCE, STUBBORN, YES, 197, 2, .010, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 22, 3, 3.08, , N, 1.65, .06, 0.000, 0, 23, 12, ¥, , AJ, .80, .27, .016, 0
DILL, PICKLE, YES, 153, 133, .869, .144, 0.0000, 0.0000, 0, 0, 0.0, 0, 3, 12, ¥, , N, 0.00, .33, .125, 1, 15, 1, 5.93, , N, .50, .08, .125, 1
DILL, SPICE, YES, 153, 2, .013, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 3, 12, ¥, , N, 0.00, .33, .125, 1, 17, 4, 5.86, , N, 2.53, .53, .062, 1
DILL, WEED, YES, 153, 2, .013, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 3, 12, ¥, , N, 0.00, .33, .125, 1, 14, 1, 5.96, , N, 1.85, .31, .015, 1
DIM, LIGHT, YES, 119, 53, .445, 0.000, .1170, .0690, 2, 0, 2.0, 0, 6, 19, 3.93, , AJ, 1.00, .17, .014, 1, 12, 333, 5.39, N, N, 1.27, .82, .361, 1
DIM, BRIGHT, YES, 119, 29, .244, .057, .0240, .1060, 1, 0, 2.0, 1, 6, 19, 3.93, , AJ, 1.00, .17, .014, 1, 16, 87, 4.55, , AJ, 2.00, .75, .049, 1
DIM, DARK, YES, 119, 18, .151, 0.000, .1840, .1905, 3, 0, 1.0, 0, 6, 19, 3.93, , AJ, 1.00, .17, .014, 1, 8, 185, 4.68, G, AJ, .29, .71, .216, 1
DIM, LOW, YES, 119, 2, .017, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 6, 19, 3.93, , AJ, 1.00, .17, .014, 1, 6, 174, 3.18, T, AJ, .17, .50, .512, 1
DIM, TWILIGHT, YES, 119, 2, .017, 0.000, 0.0000, .0119, 0, 0, 1.0, 1, 6, 19, 3.93, , AJ, 1.00, .17, .014, 1, 9, 4, 5.77, , N, 1.44, .22, .027, 1
DIM, WIT, YES, 119, 2, .017, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 6, 19, 3.93, , AJ, 1.00, .17, .014, 1, 12, 20, 2.35, , N, 1.38, .25, .006, 1
DIME, NICKEL, YES, 165, 87, .527, .469, .0290, .0331, 3, 0, 4.0, 1, 9, 4, 5.78, , N, 2.89, .56, .289, 1, 10, 7, 5.84, , N, 3.12, .50, .263, 1
DIME, QUARTER, YES, 165, 23, .139, .252, .0340, .0847, 4, 0, 6.0, 2, 9, 4, 5.78, , N, 2.89, .56, .289, 1, 15, 34, 5.90, , N, 2.14, .50, .047, 1
DIME, MONEY, YES, 165, 21, .127, 0.000, .1490, .0016, 6, 0, 2.0, 0, 9, 4, 5.78, , N, 2.89, .56, .289, 1, 19, 265, 5.77, , N, 1.39, .89, .312, 1
DIME, PENNY, YES, 165, 8, .048, .107, .0160, .1748, 4, 0, 5.0, 1, 9, 4, 5.78, , N, 2.89, .56, .289, 1, 12, 25, 5.92, , N, 2.50, .60, .034, 1
DIME, COIN, YES, 165, 6, .036, .024, .0570, .1062, 4, 0, 5.0, 1, 9, 4, 5.78, , N, 2.89, .56, .289, 1, 12, 10, 5.70, , N, 3.00, .67, .026, 1
DIME, TEN, YES, 165, 5, .030, .014, 0.0000, .0018, 0, 0, 1.0, 1, 9, 4, 5.78, , N, 2.89, .56, .289, 1, 20, 165, 4.92, , N, 1.75, .38, .040, 0
DIME, DOLLAR, YES, 165, 3, .018, 0.000, .0200, .0409, 4, 0, 3.0, 0, 9, 4, 5.78, , N, 2.89, .56, .289, 1, 9, 46, 5.68, , N, 1.38, .63, .040, 1
DIME, PHONE, YES, 165, 3, .018, 0.000, .0020, 0.0000, 1, 0, 0.0, 0, 9, 4, 5.78, , N, 2.89, .56, .289, 1, 10, 54, 6.02, , N, .80, .70, .135, 1
DIME, MARCH, YES, 165, 2, .012, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 4, 5.78, , N, 2.89, .56, .289, 1, 15, 120, 4.20, T, N, 1.00, .25, .007, 0
DIMINISH, LESSON, YES, 147, 28, .190, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 14, 29, 4.19, , N, 2.93, .14, .002, 1
DIMINISH, SHRINK, YES, 147, 13, .088, .047, .0010, .0419, 1, 3, 4.0, 3, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 15, 5, 3.65, , V, 1.10, .30, .008, 0
DIMINISH, DISAPPEAR, YES, 147, 12, .082, 0.000, .0330, .0173, 4, 3, 2.0, 0, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 11, 11, 2.68, , V, 1.20, .50, .279, 1
DIMINISH, SMALL, YES, 147, 12, .082, 0.000, .0460, 0.0000, 4, 3, 0.0, 0, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 9, 542, 3.98, , AJ, 1.88, .88, .427, 1
DIMINISH, FADE, YES, 147, 7, .048, .039, 0.0000, .0118, 0, 3, 3.0, 3, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 23, 2, 2.53, , V, 1.95, .10, .002, 1
DIMINISH, FINISH, YES, 147, 6, .041, 0.000, .0020, .0039, 1, 3, 1.0, 0, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 8, 39, 2.78, T, V, 1.25, .63, .240, 1
DIMINISH, GONE, YES, 147, 6, .041, 0.000, .0210, .0034, 3, 3, 1.0, 0, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 20, 195, 3.02, G, AJ, 1.47, .29, .028, 0
DIMINISH, DEPLETE, NO, 147, 5, .034, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 3, 2.56, , V, 1.86, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIMINISH, REDUCE, YES, 147, 5, .034, 0.000, .0020, .0098, 2, 3, 5.0, 3, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 23, 62, ¥, , V, 1.71, .12, .001, 0
DIMINISH, VANISH, YES, 147, 5, .034, 0.000, .0240, .0631, 2, 3, 2.0, 1, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 7, 5, 2.40, , V, .71, .29, .193, 1
DIMINISH, BELITTLE, NO, 147, 4, .027, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 3, 2.56, , V, 1.86, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIMINISH, DECREASE, YES, 147, 4, .027, 0.000, .0080, .0102, 3, 3, 4.0, 2, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 10, 15, ¥, , V, 1.22, .22, .234, 1
DIMINISH, DESTROY, YES, 147, 4, .027, .011, 0.0000, .0002, 0, 3, 1.0, 1, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 24, 48, 3.63, , V, 2.05, .67, .124, 1
DIMINISH, END, YES, 147, 2, .014, 0.000, .0120, .0048, 2, 3, 1.0, 0, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 8, 410, 3.16, G, N, 1.43, .57, .293, 1
DIMINISH, ERASE, NO, 147, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 3, 2.56, , V, 1.86, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIMINISH, INCREASE, YES, 147, 2, .014, 0.000, .0190, .0120, 2, 3, 1.0, 0, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 11, 195, ¥, , V, .78, .33, .234, 0
DIMINISH, LOWER, YES, 147, 2, .014, 0.000, .0030, .0011, 2, 3, 1.0, 1, 17, 3, 2.56, , V, 1.86, .21, .006, 1, 11, 123, 3.39, , V, 1.00, .11, .001, 0
DINE, EAT, YES, 127, 70, .551, 0.000, .0370, .0160, 3, 0, 1.0, 0, 6, 2, 4.36, , V, 1.50, .33, .007, 1, 11, 61, 4.75, , N, 1.20, .70, .181, 1
DINE, RESTAURANT, YES, 127, 14, .110, .015, 0.0000, .0989, 0, 0, 4.0, 4, 6, 2, 4.36, , V, 1.50, .33, .007, 1, 12, 41, 6.83, , N, 2.25, .33, .009, 1
DINE, OUT, YES, 127, 8, .063, 0.000, .0020, 0.0000, 1, 0, 0.0, 0, 6, 2, 4.36, , V, 1.50, .33, .007, 1, 6, 2096, 2.40, G, AD, .20, .40, .758, 1
DINE, WINE, YES, 127, 7, .055, .089, 0.0000, .0023, 0, 0, 1.0, 1, 6, 2, 4.36, , V, 1.50, .33, .007, 1, 22, 72, 6.40, , N, 1.74, .53, .040, 1
DINE, DINNER, YES, 127, 6, .047, 0.000, .0080, .0662, 2, 0, 2.0, 2, 6, 2, 4.36, , V, 1.50, .33, .007, 1, 5, 91, 5.38, , N, 3.40, .60, .336, 1
DINE, FOOD, YES, 127, 5, .039, 0.000, .2810, .2237, 3, 0, 1.0, 0, 6, 2, 4.36, , V, 1.50, .33, .007, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
DINER, FOOD, YES, 151, 48, .318, 0.000, .1650, .0567, 7, 1, 2.0, 0, 12, 0, ¥, , N, 2.64, .18, .007, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
DINER, RESTAURANT, YES, 151, 27, .179, .022, .0100, .1721, 2, 1, 4.0, 3, 12, 0, ¥, , N, 2.64, .18, .007, 1, 12, 41, 6.83, , N, 2.25, .33, .009, 1
DINER, EAT, YES, 151, 21, .139, 0.000, .1650, .1301, 7, 1, 1.0, 0, 12, 0, ¥, , N, 2.64, .18, .007, 1, 11, 61, 4.75, , N, 1.20, .70, .181, 1
DINER, CAFE, YES, 151, 11, .073, .041, .0050, .0776, 1, 1, 5.0, 4, 12, 0, ¥, , N, 2.64, .18, .007, 1, 15, 20, 5.64, , N, 1.92, .25, .007, 1
DINER, DINNER, YES, 151, 6, .040, 0.000, .0230, .0533, 6, 1, 4.0, 2, 12, 0, ¥, , N, 2.64, .18, .007, 1, 5, 91, 5.38, , N, 3.40, .60, .336, 1
DINER, LUNCH, YES, 151, 4, .026, 0.000, .0090, .0877, 4, 1, 4.0, 1, 12, 0, ¥, , N, 2.64, .18, .007, 1, 17, 33, 5.46, , N, 1.88, .59, .053, 1
DINER, BURGERS, NO, 151, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 0, ¥, , N, 2.64, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DINER, CLUB, YES, 151, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 12, 0, ¥, , N, 2.64, .18, .007, 1, 22, 145, 4.98, N, N, 1.14, .29, .020, 1
DINER, SUPPER, YES, 151, 2, .013, 0.000, .0220, .0789, 2, 1, 4.0, 2, 12, 0, ¥, , N, 2.64, .18, .007, 1, 11, 37, 5.26, , N, 2.73, .27, .293, 1
DINER, TABLE, YES, 151, 2, .013, 0.000, 0.0000, .0044, 0, 1, 2.0, 2, 12, 0, ¥, , N, 2.64, .18, .007, 1, 10, 198, 6.00, , N, .67, .33, .239, 1
DINER, THEATER, YES, 151, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 12, 0, ¥, , N, 2.64, .18, .007, 1, 15, 29, ¥, , N, 2.79, .64, .081, 1
DINER, WAITER, YES, 151, 2, .013, 0.000, 0.0000, .0746, 0, 1, 3.0, 3, 12, 0, ¥, , N, 2.64, .18, .007, 1, 12, 10, 6.65, , N, 1.91, .27, .126, 1
DINNER, SUPPER, YES, 114, 61, .535, .545, .0070, .0211, 2, 0, 4.0, 2, 5, 91, 5.38, , N, 3.40, .60, .336, 1, 11, 37, 5.26, , N, 2.73, .27, .293, 1
DINNER, EAT, YES, 114, 13, .114, 0.000, .0600, .0375, 4, 0, 2.0, 0, 5, 91, 5.38, , N, 3.40, .60, .336, 1, 11, 61, 4.75, , N, 1.20, .70, .181, 1
DINNER, LUNCH, YES, 114, 11, .096, .269, .0210, .0433, 3, 0, 4.0, 1, 5, 91, 5.38, , N, 3.40, .60, .336, 1, 17, 33, 5.46, , N, 1.88, .59, .053, 1
DINNER, FOOD, YES, 114, 10, .088, 0.000, .1990, .0488, 4, 0, 3.0, 0, 5, 91, 5.38, , N, 3.40, .60, .336, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
DINNER, MEAL, YES, 114, 10, .088, .213, .0170, .0899, 4, 0, 4.0, 0, 5, 91, 5.38, , N, 3.40, .60, .336, 1, 6, 30, 5.98, T, N, 2.50, .83, .033, 1
DINOSAUR, EXTINCT, YES, 152, 20, .132, .320, 0.0000, .0050, 0, 6, 2.0, 2, 20, 1, ¥, , N, 1.14, .14, .043, 0, 13, 1, ¥, , ADJ, 1.22, .22, .042, 1
DINOSAUR, JURASSIC, NO, 152, 15, .099, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 1, ¥, , N, 1.14, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DINOSAUR, OLD, YES, 152, 15, .099, 0.000, .0300, .0019, 1, 6, 1.0, 0, 20, 1, ¥, , N, 1.14, .14, .043, 0, 9, 660, 3.41, , AJ, .38, .75, .532, 1
DINOSAUR, BIG, YES, 152, 11, .072, 0.000, .0120, .0011, 3, 6, 2.0, 0, 20, 1, ¥, , N, 1.14, .14, .043, 0, 9, 360, 2.83, , AJ, 1.44, .67, .293, 1
DINOSAUR, TYRANNOSAURUS, NO, 152, 10, .066, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 1, ¥, , N, 1.14, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DINOSAUR, ANCIENT, YES, 152, 7, .046, 0.000, .0040, .0655, 1, 6, 1.0, 0, 20, 1, ¥, , N, 1.14, .14, .043, 0, 12, 69, 3.12, , AJ, 1.50, .33, .028, 1
DINOSAUR, PREHISTORIC, NO, 152, 6, .039, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 1, ¥, , N, 1.14, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DINOSAUR, DEAD, YES, 152, 5, .033, 0.000, .0170, .0004, 1, 6, 1.0, 1, 20, 1, ¥, , N, 1.14, .14, .043, 0, 18, 174, 4.25, , AJ, 1.41, .47, .240, 1
DINOSAUR, LIZARD, YES, 152, 5, .033, .020, 0.0000, .0014, 0, 6, 1.0, 1, 20, 1, ¥, , N, 1.14, .14, .043, 0, 21, 1, 5.67, , N, 2.17, .22, .047, 1
DINOSAUR, MOVIE, YES, 152, 5, .033, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 20, 1, ¥, , N, 1.14, .14, .043, 0, 21, 29, 5.85, , N, 2.19, .81, .259, 1
DINOSAUR, ANIMAL, YES, 152, 4, .026, 0.000, .0070, 0.0000, 3, 6, 0.0, 0, 20, 1, ¥, , N, 1.14, .14, .043, 0, 28, 68, 5.65, , N, 1.81, .74, .053, 1
DINOSAUR, BARNEY, NO, 152, 4, .026, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 1, ¥, , N, 1.14, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DINOSAUR, BRONTOSAURUS, NO, 152, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 1, ¥, , N, 1.14, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DINOSAUR, GIANT, YES, 152, 3, .020, 0.000, .0010, .0177, 1, 6, 3.0, 2, 20, 1, ¥, , N, 1.14, .14, .043, 0, 17, 23, 5.33, , N, 2.60, .13, .005, 1
DINOSAUR, JUNIOR, YES, 152, 3, .020, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 20, 1, ¥, , N, 1.14, .14, .043, 0, 14, 75, ¥, , N, 1.46, 0.00, 0.000, 0
DINOSAUR, TEETH, YES, 152, 3, .020, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 20, 1, ¥, , N, 1.14, .14, .043, 0, 16, 103, 6.14, , N, 1.67, .53, .161, 1
DINOSAUR, BONES, NO, 152, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 1, ¥, , N, 1.14, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DINOSAUR, EGG, YES, 152, 2, .013, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 20, 1, ¥, , N, 1.14, .14, .043, 0, 20, 12, 5.79, G, N, 1.00, .24, .076, 1
DINOSAUR, HUGE, YES, 152, 2, .013, 0.000, .0030, .0309, 3, 6, 2.0, 0, 20, 1, ¥, , N, 1.14, .14, .043, 0, 7, 54, 4.21, , AJ, 2.14, .43, .013, 1
DINOSAUR, LARGE, YES, 152, 2, .013, 0.000, .0080, .0147, 3, 6, 3.0, 0, 20, 1, ¥, , N, 1.14, .14, .043, 0, 6, 361, 3.14, , AJ, 2.33, 1.00, .127, 1
DIP, CHIP, YES, 138, 30, .217, .090, 0.0000, 0.0000, 0, 2, 0.0, 0, 16, 6, ¥, T, V, .86, .21, .023, 1, 15, 17, 5.30, T, N, .71, .29, .052, 1
DIP, STICK, YES, 138, 29, .210, 0.000, 0.0000, .0005, 1, 2, 1.0, 1, 16, 6, ¥, T, V, .86, .21, .023, 1, 24, 39, 6.00, N, N, 1.24, .33, .056, 1
DIP, DUNK, YES, 138, 9, .065, .041, 0.0000, .0015, 0, 2, 3.0, 2, 16, 6, ¥, T, V, .86, .21, .023, 1, 16, 1, ¥, , V, 1.43, .07, .003, 0
DIP, SINK, YES, 138, 6, .043, 0.000, .0020, .0025, 2, 2, 1.0, 0, 16, 6, ¥, T, V, .86, .21, .023, 1, 18, 23, 5.80, N, V, 1.94, .59, .050, 1
DIP, TOBACCO, YES, 138, 5, .036, .015, .0010, .0012, 1, 2, 1.0, 0, 16, 6, ¥, T, V, .86, .21, .023, 1, 14, 19, 6.16, , N, 1.50, .43, .009, 1
DIP, DOG, YES, 138, 4, .029, 0.000, .0050, 0.0000, 2, 2, 0.0, 0, 16, 6, ¥, T, V, .86, .21, .023, 1, 5, 75, 5.75, , N, .40, .80, .437, 1
DIP, CHEW, YES, 138, 3, .022, 0.000, .0020, .0010, 1, 2, 1.0, 0, 16, 6, ¥, T, V, .86, .21, .023, 1, 12, 2, 4.32, N, V, 2.33, .78, .222, 0
DIP, ONION, YES, 138, 3, .022, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 16, 6, ¥, T, V, .86, .21, .023, 1, 15, 15, 6.16, , N, 1.60, .07, .006, 1
DIP, SWIM, YES, 138, 3, .022, 0.000, .0060, .0005, 2, 2, 1.0, 0, 16, 6, ¥, T, V, .86, .21, .023, 1, 19, 15, 4.85, G, V, 1.94, .69, .076, 1
DIP, COPENHAGEN, NO, 138, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 16, 6, ¥, T, V, .86, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
