display,sentence,target word,cloze probability,Log Hal Frequency,Phonological Neighbors,Semantic Neighborhood Density,Response Entropy,densityA,densityB,full_sentence,iti_dur_ms,trial_dur_ms,ShowProgressBar,randomise_blocks
break,,,,,,,,,,,,,1.0,185
trial,They were pumped to see their favorite band play ,live,0.37,11.76,12,0.68,3.22,177,13,They were pumped to see their favorite band play live,500.0,10000.0,0.0,185
end,,,,,,,,,,,,,,185
instructions,,,,,,,,,,,,,,186
trial,They were pumped to see their favorite band play ,live,0.37,11.76,12,0.68,3.22,177,13,They were pumped to see their favorite band play live,500.0,10000.0,0.0,186
break,,,,,,,,,,,,,1.0,186
trial,The couch had an indent indicating where Jack ,sat,0.73,10.41,31,0.62,1.69,150,28,The couch had an indent indicating where Jack sat,500.0,10000.0,0.0,186
break,,,,,,,,,,,,,1.0,186
trial,The good Samaritan stood to let the senior ,sit,0.64,10.15,32,0.61,2.08,67,28,The good Samaritan stood to let the senior sit,500.0,10000.0,0.0,186
end,,,,,,,,,,,,,,186
instructions,,,,,,,,,,,,,,187
trial,The good Samaritan stood to let the senior ,sit,0.64,10.15,32,0.61,2.08,67,28,The good Samaritan stood to let the senior sit,500.0,10000.0,0.0,187
break,,,,,,,,,,,,,1.0,187
trial,"On the cake, a candle was still ",lit,0.58,8.59,26,0.60,1.39,17,26,"On the cake, a candle was still lit",500.0,10000.0,0.0,187
break,,,,,,,,,,,,,1.0,187
trial,There was nothing to do once the fuse was ,lit,0.39,8.59,26,0.60,2.68,17,26,There was nothing to do once the fuse was lit,500.0,10000.0,0.0,187
end,,,,,,,,,,,,,,187
instructions,,,,,,,,,,,,,,188
trial,There was nothing to do once the fuse was ,lit,0.39,8.59,26,0.60,2.68,17,26,There was nothing to do once the fuse was lit,500.0,10000.0,0.0,188
break,,,,,,,,,,,,,1.0,188
trial,Kevin frowned when he awoke and the light was ,on,0.55,15.08,11,0.70,2.33,\N,\N,Kevin frowned when he awoke and the light was on,500.0,10000.0,0.0,188
break,,,,,,,,,,,,,1.0,188
trial,"On vacation, Amy liked to go tanning at the ",beach,0.71,10.19,21,0.66,1.22,67,14,"On vacation, Amy liked to go tanning at the beach",500.0,10000.0,0.0,188
end,,,,,,,,,,,,,,188
instructions,,,,,,,,,,,,,,189
trial,"On vacation, Amy liked to go tanning at the ",beach,0.71,10.19,21,0.66,1.22,67,14,"On vacation, Amy liked to go tanning at the beach",500.0,10000.0,0.0,189
break,,,,,,,,,,,,,1.0,189
trial,Vicky wanted to tan so she went to the ,beach,0.6,10.19,21,0.66,1.65,67,14,Vicky wanted to tan so she went to the beach,500.0,10000.0,0.0,189
break,,,,,,,,,,,,,1.0,189
trial,It was tragic when whales were found on the ,beach,0.84,10.19,21,0.66,0.89,67,14,It was tragic when whales were found on the beach,500.0,10000.0,0.0,189
end,,,,,,,,,,,,,,189
instructions,,,,,,,,,,,,,,190
trial,It was tragic when whales were found on the ,beach,0.84,10.19,21,0.66,0.89,67,14,It was tragic when whales were found on the beach,500.0,10000.0,0.0,190
break,,,,,,,,,,,,,1.0,190
trial,Lily's favorite part of summer was going to the ,beach,0.63,10.19,21,0.66,2.19,67,14,Lily's favorite part of summer was going to the beach,500.0,10000.0,0.0,190
break,,,,,,,,,,,,,1.0,190
trial,Jacob and his wife liked to take long walks by the ,beach,0.31,10.19,21,0.66,2.98,67,14,Jacob and his wife liked to take long walks by the beach,500.0,10000.0,0.0,190
end,,,,,,,,,,,,,,190
instructions,,,,,,,,,,,,,,191
trial,Jacob and his wife liked to take long walks by the ,beach,0.31,10.19,21,0.66,2.98,67,14,Jacob and his wife liked to take long walks by the beach,500.0,10000.0,0.0,191
break,,,,,,,,,,,,,1.0,191
trial,"Whenever she's stressed, Kim imagines sitting on a ",beach,0.55,10.19,21,0.66,2.95,67,14,"Whenever she's stressed, Kim imagines sitting on a beach",500.0,10000.0,0.0,191
break,,,,,,,,,,,,,1.0,191
trial,His favorite place to relax is on the ,beach,0.41,10.19,21,0.66,2.85,67,14,His favorite place to relax is on the beach,500.0,10000.0,0.0,191
end,,,,,,,,,,,,,,191
instructions,,,,,,,,,,,,,,192
trial,His favorite place to relax is on the ,beach,0.41,10.19,21,0.66,2.85,67,14,His favorite place to relax is on the beach,500.0,10000.0,0.0,192
break,,,,,,,,,,,,,1.0,192
trial,Mark's favorite spot to fish was a pier by the ,lake,0.34,9.98,31,0.65,3.74,54,28,Mark's favorite spot to fish was a pier by the lake,500.0,10000.0,0.0,192
break,,,,,,,,,,,,,1.0,192
trial,"During the summer, the children enjoyed swimming in the ",pool,0.64,9.69,24,0.64,1.48,111,16,"During the summer, the children enjoyed swimming in the pool",500.0,10000.0,0.0,192
end,,,,,,,,,,,,,,192
instructions,,,,,,,,,,,,,,193
trial,"During the summer, the children enjoyed swimming in the ",pool,0.64,9.69,24,0.64,1.48,111,16,"During the summer, the children enjoyed swimming in the pool",500.0,10000.0,0.0,193
break,,,,,,,,,,,,,1.0,193
trial,The villagers had never ventured out of the ,village,0.32,9.49,2,0.64,3.01,72,3,The villagers had never ventured out of the village,500.0,10000.0,0.0,193
break,,,,,,,,,,,,,1.0,193
trial,The car was similar but it was a different ,model,0.4,11.11,12,0.68,2.11,77,9,The car was similar but it was a different model,500.0,10000.0,0.0,193
end,,,,,,,,,,,,,,193
instructions,,,,,,,,,,,,,,194
trial,The car was similar but it was a different ,model,0.4,11.11,12,0.68,2.11,77,9,The car was similar but it was a different model,500.0,10000.0,0.0,194
break,,,,,,,,,,,,,1.0,194
trial,For the pie contest my grandmother was a ,winner,0.33,9.38,9,0.64,3.36,\N,\N,For the pie contest my grandmother was a winner,500.0,10000.0,0.0,194
break,,,,,,,,,,,,,1.0,194
trial,"George felt superior to Kathy, even though she's his ",boss,0.51,9.21,13,0.63,2.89,20,11,"George felt superior to Kathy, even though she's his boss",500.0,10000.0,0.0,194
end,,,,,,,,,,,,,,194
instructions,,,,,,,,,,,,,,195
trial,"George felt superior to Kathy, even though she's his ",boss,0.51,9.21,13,0.63,2.89,20,11,"George felt superior to Kathy, even though she's his boss",500.0,10000.0,0.0,195
break,,,,,,,,,,,,,1.0,195
trial,"At the hospital, Elise was attended to by a ",nurse,0.68,8.80,10,0.60,1.25,17,10,"At the hospital, Elise was attended to by a nurse",500.0,10000.0,0.0,195
break,,,,,,,,,,,,,1.0,195
trial,During the war his mother had been a ,nurse,0.62,8.80,10,0.60,2.75,17,10,During the war his mother had been a nurse,500.0,10000.0,0.0,195
end,,,,,,,,,,,,,,195
instructions,,,,,,,,,,,,,,196
trial,During the war his mother had been a ,nurse,0.62,8.80,10,0.60,2.75,17,10,During the war his mother had been a nurse,500.0,10000.0,0.0,196
break,,,,,,,,,,,,,1.0,196
trial,Marcus struggled to build a birdhouse even with the ,instructions,0.39,10.47,0,0.62,3.14,\N,\N,Marcus struggled to build a birdhouse even with the instructions,500.0,10000.0,0.0,196
break,,,,,,,,,,,,,1.0,196
trial,"The sweet grandmother called her helpful, younger neighbor ",over,0.31,13.02,8,0.70,4.49,1236,7,"The sweet grandmother called her helpful, younger neighbor over",500.0,10000.0,0.0,196
end,,,,,,,,,,,,,,196
instructions,,,,,,,,,,,,,,197
trial,"The sweet grandmother called her helpful, younger neighbor ",over,0.31,13.02,8,0.70,4.49,1236,7,"The sweet grandmother called her helpful, younger neighbor over",500.0,10000.0,0.0,197
break,,,,,,,,,,,,,1.0,197
trial,"When Kate took the call, she wrote a ",note,0.68,11.79,29,0.68,1.69,127,24,"When Kate took the call, she wrote a note",500.0,10000.0,0.0,197
break,,,,,,,,,,,,,1.0,197
trial,The unskilled trumpeter always played the wrong ,note,0.81,11.79,29,0.68,1.1,127,24,The unskilled trumpeter always played the wrong note,500.0,10000.0,0.0,197
end,,,,,,,,,,,,,,197
instructions,,,,,,,,,,,,,,198
trial,The unskilled trumpeter always played the wrong ,note,0.81,11.79,29,0.68,1.1,127,24,The unskilled trumpeter always played the wrong note,500.0,10000.0,0.0,198
break,,,,,,,,,,,,,1.0,198
trial,"When Nancy returned home, all she found was a ",note,0.38,11.79,29,0.68,3.97,127,24,"When Nancy returned home, all she found was a note",500.0,10000.0,0.0,198
break,,,,,,,,,,,,,1.0,198
trial,Clyde got to class and realized he forgot a ,book,0.39,12.16,20,0.69,2.61,193,17,Clyde got to class and realized he forgot a book,500.0,10000.0,0.0,198
end,,,,,,,,,,,,,,198
instructions,,,,,,,,,,,,,,199
trial,Clyde got to class and realized he forgot a ,book,0.39,12.16,20,0.69,2.61,193,17,Clyde got to class and realized he forgot a book,500.0,10000.0,0.0,199
break,,,,,,,,,,,,,1.0,199
trial,To release the fish they had to take it off the ,hook,0.79,9.36,14,0.60,1.52,5,15,To release the fish they had to take it off the hook,500.0,10000.0,0.0,199
break,,,,,,,,,,,,,1.0,199
trial,The fisherman lifted the heavy fish using his sharp ,hook,0.53,9.36,14,0.60,2.34,5,15,The fisherman lifted the heavy fish using his sharp hook,500.0,10000.0,0.0,199
end,,,,,,,,,,,,,,199
instructions,,,,,,,,,,,,,,200
trial,The fisherman lifted the heavy fish using his sharp ,hook,0.53,9.36,14,0.60,2.34,5,15,The fisherman lifted the heavy fish using his sharp hook,500.0,10000.0,0.0,200
break,,,,,,,,,,,,,1.0,200
trial,"To reel in the fish, Angela used a ",rod,0.32,9.88,25,0.62,3.33,18,18,"To reel in the fish, Angela used a rod",500.0,10000.0,0.0,200
break,,,,,,,,,,,,,1.0,200
trial,"When fishing, Reese always used his lucky ",lure,0.32,8.53,13,0.55,2.63,7,8,"When fishing, Reese always used his lucky lure",500.0,10000.0,0.0,200
end,,,,,,,,,,,,,,200
instructions,,,,,,,,,,,,,,201
trial,"When fishing, Reese always used his lucky ",lure,0.32,8.53,13,0.55,2.63,7,8,"When fishing, Reese always used his lucky lure",500.0,10000.0,0.0,201
break,,,,,,,,,,,,,1.0,201
trial,The fish appeared to have some damage to its ,fin,0.67,8.21,30,0.56,1.56,3,26,The fish appeared to have some damage to its fin,500.0,10000.0,0.0,201
break,,,,,,,,,,,,,1.0,201
trial,The startled swimmer screamed when she saw the shark ,fin,0.4,8.21,30,0.56,3.42,3,26,The startled swimmer screamed when she saw the shark fin,500.0,10000.0,0.0,201
end,,,,,,,,,,,,,,201
instructions,,,,,,,,,,,,,,202
trial,The startled swimmer screamed when she saw the shark ,fin,0.4,8.21,30,0.56,3.42,3,26,The startled swimmer screamed when she saw the shark fin,500.0,10000.0,0.0,202
break,,,,,,,,,,,,,1.0,202
trial,Todd immediately noticed the scar on the orca's ,fin,0.33,8.21,30,0.56,3.2,3,26,Todd immediately noticed the scar on the orca's fin,500.0,10000.0,0.0,202
break,,,,,,,,,,,,,1.0,202
trial,Michael cautiously watched the zookeeper feed the ,lion,0.38,8.95,5,0.62,2.85,17,2,Michael cautiously watched the zookeeper feed the lion,500.0,10000.0,0.0,202
end,,,,,,,,,,,,,,202
instructions,,,,,,,,,,,,,,203
trial,Michael cautiously watched the zookeeper feed the ,lion,0.38,8.95,5,0.62,2.85,17,2,Michael cautiously watched the zookeeper feed the lion,500.0,10000.0,0.0,203
break,,,,,,,,,,,,,1.0,203
trial,The frightened children ran from the growling ,dog,0.76,10.97,9,0.66,1.35,75,8,The frightened children ran from the growling dog,500.0,10000.0,0.0,203
break,,,,,,,,,,,,,1.0,203
trial,"The child wanted a cat, but instead received a ",dog,0.58,10.97,9,0.66,2.41,75,8,"The child wanted a cat, but instead received a dog",500.0,10000.0,0.0,203
end,,,,,,,,,,,,,,203
instructions,,,,,,,,,,,,,,204
trial,"The child wanted a cat, but instead received a ",dog,0.58,10.97,9,0.66,2.41,75,8,"The child wanted a cat, but instead received a dog",500.0,10000.0,0.0,204
break,,,,,,,,,,,,,1.0,204
trial,"Every morning, Ben went for a walk with his ",dog,0.8,10.97,9,0.66,1.34,75,8,"Every morning, Ben went for a walk with his dog",500.0,10000.0,0.0,204
break,,,,,,,,,,,,,1.0,204
trial,Elena was caught off guard by the big ,dog,0.49,10.97,9,0.66,3.42,75,8,Elena was caught off guard by the big dog,500.0,10000.0,0.0,204
end,,,,,,,,,,,,,,204
instructions,,,,,,,,,,,,,,205
trial,Elena was caught off guard by the big ,dog,0.49,10.97,9,0.66,3.42,75,8,Elena was caught off guard by the big dog,500.0,10000.0,0.0,205
break,,,,,,,,,,,,,1.0,205
trial,Kirk's strict mother refused his request to adopt a ,dog,0.31,10.97,9,0.66,2.5,75,8,Kirk's strict mother refused his request to adopt a dog,500.0,10000.0,0.0,205
break,,,,,,,,,,,,,1.0,205
trial,She arrived at the house riding a beautiful ,horse,0.71,10.08,13,0.66,1.91,\N,\N,She arrived at the house riding a beautiful horse,500.0,10000.0,0.0,205
end,,,,,,,,,,,,,,205
instructions,,,,,,,,,,,,,,206
trial,She arrived at the house riding a beautiful ,horse,0.71,10.08,13,0.66,1.91,\N,\N,She arrived at the house riding a beautiful horse,500.0,10000.0,0.0,206
break,,,,,,,,,,,,,1.0,206
trial,The camper's food attracted a large mother ,bear,0.96,10.07,34,0.66,0.32,\N,\N,The camper's food attracted a large mother bear,500.0,10000.0,0.0,206
break,,,,,,,,,,,,,1.0,206
trial,"While hiking in the woods, Chris spotted a large ",bear,0.4,10.07,34,0.66,3.56,\N,\N,"While hiking in the woods, Chris spotted a large bear",500.0,10000.0,0.0,206
end,,,,,,,,,,,,,,206
instructions,,,,,,,,,,,,,,207
trial,"While hiking in the woods, Chris spotted a large ",bear,0.4,10.07,34,0.66,3.56,\N,\N,"While hiking in the woods, Chris spotted a large bear",500.0,10000.0,0.0,207
break,,,,,,,,,,,,,1.0,207
trial,The girl had yellow eyes like those of a ,cat,0.44,10.56,32,0.65,3.51,23,30,The girl had yellow eyes like those of a cat,500.0,10000.0,0.0,207
break,,,,,,,,,,,,,1.0,207
trial,"Although he was allergic, Max wanted to adopt a ",cat,0.66,10.56,32,0.65,1.44,23,30,"Although he was allergic, Max wanted to adopt a cat",500.0,10000.0,0.0,207
end,,,,,,,,,,,,,,207
instructions,,,,,,,,,,,,,,208
trial,"Although he was allergic, Max wanted to adopt a ",cat,0.66,10.56,32,0.65,1.44,23,30,"Although he was allergic, Max wanted to adopt a cat",500.0,10000.0,0.0,208
break,,,,,,,,,,,,,1.0,208
trial,Stella bought the dog when he was a young ,puppy,0.93,9.05,7,0.50,0.48,2,5,Stella bought the dog when he was a young puppy,500.0,10000.0,0.0,208
break,,,,,,,,,,,,,1.0,208
trial,"In the city alley, there lives a large ",rat,0.46,8.91,36,0.59,2.58,6,31,"In the city alley, there lives a large rat",500.0,10000.0,0.0,208
end,,,,,,,,,,,,,,208
instructions,,,,,,,,,,,,,,209
trial,"In the city alley, there lives a large ",rat,0.46,8.91,36,0.59,2.58,6,31,"In the city alley, there lives a large rat",500.0,10000.0,0.0,209
break,,,,,,,,,,,,,1.0,209
trial,While hiking in Canada the couple saw a ,moose,0.49,8.15,20,0.55,1.92,1,18,While hiking in Canada the couple saw a moose,500.0,10000.0,0.0,209
break,,,,,,,,,,,,,1.0,209
trial,A nearby woman sprayed the robber with ,mace,0.8,7.15,32,0.46,1.44,1,25,A nearby woman sprayed the robber with mace,500.0,10000.0,0.0,209
end,,,,,,,,,,,,,,209
instructions,,,,,,,,,,,,,,210
trial,A nearby woman sprayed the robber with ,mace,0.8,7.15,32,0.46,1.44,1,25,A nearby woman sprayed the robber with mace,500.0,10000.0,0.0,210
break,,,,,,,,,,,,,1.0,210
trial,The writer was known for his satire and sharp ,wit,0.82,8.33,27,0.56,0.93,20,25,The writer was known for his satire and sharp wit,500.0,10000.0,0.0,210
break,,,,,,,,,,,,,1.0,210
trial,Her coworkers said Mary was as crazy as a ,bat,0.42,8.78,37,0.60,2.39,18,33,Her coworkers said Mary was as crazy as a bat,500.0,10000.0,0.0,210
end,,,,,,,,,,,,,,210
instructions,,,,,,,,,,,,,,211
trial,Her coworkers said Mary was as crazy as a ,bat,0.42,8.78,37,0.60,2.39,18,33,Her coworkers said Mary was as crazy as a bat,500.0,10000.0,0.0,211
break,,,,,,,,,,,,,1.0,211
trial,Ronald went to the mall to buy a baseball ,bat,0.57,8.78,37,0.60,1.93,18,33,Ronald went to the mall to buy a baseball bat,500.0,10000.0,0.0,211
break,,,,,,,,,,,,,1.0,211
trial,Robert went to the sports store to buy a ,bat,0.33,8.78,37,0.60,3.58,18,33,Robert went to the sports store to buy a bat,500.0,10000.0,0.0,211
end,,,,,,,,,,,,,,211
instructions,,,,,,,,,,,,,,212
trial,Robert went to the sports store to buy a ,bat,0.33,8.78,37,0.60,3.58,18,33,Robert went to the sports store to buy a bat,500.0,10000.0,0.0,212
break,,,,,,,,,,,,,1.0,212
trial,The ceremony was what changed the boy into a ,man,0.93,12.15,29,0.69,0.54,1207,21,The ceremony was what changed the boy into a man,500.0,10000.0,0.0,212
break,,,,,,,,,,,,,1.0,212
trial,The child looked outside and watched the flying ,birds,0.4,9.58,11,0.62,3.21,\N,\N,The child looked outside and watched the flying birds,500.0,10000.0,0.0,212
end,,,,,,,,,,,,,,212
instructions,,,,,,,,,,,,,,213
trial,The child looked outside and watched the flying ,birds,0.4,9.58,11,0.62,3.21,\N,\N,The child looked outside and watched the flying birds,500.0,10000.0,0.0,213
break,,,,,,,,,,,,,1.0,213
trial,Chuck preferred conversing with the kids than with the ,adults,0.83,9.37,0,0.63,0.95,\N,\N,Chuck preferred conversing with the kids than with the adults,500.0,10000.0,0.0,213
break,,,,,,,,,,,,,1.0,213
trial,The sailors gazed into the distance at the beautiful ,sunset,0.49,8.15,0,0.58,2.96,\N,\N,The sailors gazed into the distance at the beautiful sunset,500.0,10000.0,0.0,213
end,,,,,,,,,,,,,,213
instructions,,,,,,,,,,,,,,214
trial,The sailors gazed into the distance at the beautiful ,sunset,0.49,8.15,0,0.58,2.96,\N,\N,The sailors gazed into the distance at the beautiful sunset,500.0,10000.0,0.0,214
break,,,,,,,,,,,,,1.0,214
trial,"In the past, the military only enlisted ",men,0.88,11.50,25,0.69,0.95,763,22,"In the past, the military only enlisted men",500.0,10000.0,0.0,214
break,,,,,,,,,,,,,1.0,214
trial,His dad already set multiple traps for the ,mouse,0.43,10.54,14,0.61,3.18,10,12,His dad already set multiple traps for the mouse,500.0,10000.0,0.0,214
end,,,,,,,,,,,,,,214
instructions,,,,,,,,,,,,,,215
trial,His dad already set multiple traps for the ,mouse,0.43,10.54,14,0.61,3.18,10,12,His dad already set multiple traps for the mouse,500.0,10000.0,0.0,215
break,,,,,,,,,,,,,1.0,215
trial,The husband set multiple traps to catch the pesky ,mouse,0.42,10.54,14,0.61,2.72,10,12,The husband set multiple traps to catch the pesky mouse,500.0,10000.0,0.0,215
break,,,,,,,,,,,,,1.0,215
trial,"No matter what happened, the optimistic woman had ",hope,0.57,11.92,18,0.67,2.82,178,19,"No matter what happened, the optimistic woman had hope",500.0,10000.0,0.0,215
end,,,,,,,,,,,,,,215
instructions,,,,,,,,,,,,,,216
trial,"No matter what happened, the optimistic woman had ",hope,0.57,11.92,18,0.67,2.82,178,19,"No matter what happened, the optimistic woman had hope",500.0,10000.0,0.0,216
break,,,,,,,,,,,,,1.0,216
trial,"In hardship, the pious nun gained strength from her ",faith,0.48,10.30,11,0.65,3.06,111,10,"In hardship, the pious nun gained strength from her faith",500.0,10000.0,0.0,216
break,,,,,,,,,,,,,1.0,216
trial,"When Joseph scored, Marilyn was always the first to ",cheer,0.72,7.55,32,0.53,1.75,8,25,"When Joseph scored, Marilyn was always the first to cheer",500.0,10000.0,0.0,216
end,,,,,,,,,,,,,,216
instructions,,,,,,,,,,,,,,217
trial,"When Joseph scored, Marilyn was always the first to ",cheer,0.72,7.55,32,0.53,1.75,8,25,"When Joseph scored, Marilyn was always the first to cheer",500.0,10000.0,0.0,217
break,,,,,,,,,,,,,1.0,217
trial,"When the runner finished, the crowd let out a ",cheer,0.65,7.55,32,0.53,1.62,8,25,"When the runner finished, the crowd let out a cheer",500.0,10000.0,0.0,217
